recipe_no,device,environment,source,video_name,video_index,frame_no_in_video,step_no,generated_text,polished_text
0,mevo,2,3,video-0000,0,859,3,#C C folds the paper,C spreads peanut butter on tortila
0,mevo,2,3,video-0000,0,860,3,#C C puts the paper on the table ,C prepares the tortillas for making pinwheels.
0,mevo,2,3,video-0000,0,861,3,#C C folds the paper,Making pinwheels with tortillas
0,mevo,2,3,video-0000,0,862,3,#C C folds the paper towel ,C is making a tortilla pinwheel.
0,mevo,2,3,video-0000,0,863,3,#C C folds the paper,C is making pinwheels
0,mevo,2,3,video-0000,0,864,3,#C C holds the paper towel,C is holding the paper towel
0,mevo,2,3,video-0000,0,865,3,#C C spreads the dough with the paper,C is spreading peanut butter on the tortilla
0,mevo,2,3,video-0000,0,866,3,#C C holds the paper,C spreads peanut butter on tortilla.
0,mevo,2,3,video-0000,0,867,3,#C C puts the dough on the paper.,C is spreading peanut butter.
0,mevo,2,3,video-0000,0,868,3,#C C opens the paper towel,C makes peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,869,3,#C C folds the paper,Making pinwheels
0,mevo,2,3,video-0000,0,870,3,#C C puts the piece of paper on the cutting mat,C is preparing the tortilas
0,mevo,2,3,video-0000,0,871,3,#C C shapes the food ,C is making pinwheels.
0,mevo,2,3,video-0000,0,872,3,#C C puts the paper on the table,Preparing the tortilla pinwheels.
0,mevo,2,3,video-0000,0,873,3,#C C puts the food in the paper,Rolls tortilla with peanut butter and jelly
0,mevo,2,3,video-0000,0,874,3,#C C cuts a piece of the tomato with a knife,Preparing jelly tortilla pinwheels
0,mevo,2,3,video-0000,0,875,3,#C C cuts the piece of cake,C spreads peanut butter on tortilla.
0,mevo,2,3,video-0000,0,876,3,#C C cuts the tortilla,Cutting tortilla into shapes.
0,mevo,2,3,video-0000,0,877,3,#C C cuts the bread,C is cutting the tortilla.
0,mevo,2,3,video-0000,0,878,3,#C C cuts the roti with the knife,C is cutting tortillas.
0,mevo,2,3,video-0000,0,879,3,#C C removes the slice of bread on the plate,C is preparing the tortilas
0,mevo,2,3,video-0000,0,880,3,#C C cuts the flat bread with a knife,C is cutting the tortilla.
0,mevo,2,3,video-0000,0,881,3,#C C spreads the food on the paper,C is making peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,882,3,#C C places the tortilla on the table,C spreads peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,883,3,#C C cuts the bread,C is making peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,884,3,#C C cuts the tortilla,C is cutting the tortilla.
0,mevo,2,3,video-0000,0,885,3,#C C cuts the dough with a knife,C is cutting tortillas with a knife.
0,mevo,2,3,video-0000,0,886,3,#C C spreads the fried rice on the paper towel with the knife in his right hand,C is making pinwheels.
0,mevo,2,3,video-0000,0,887,3,#C C drops the knife on the table.,C is dropping the knife.
0,mevo,2,3,video-0000,0,888,3,#C C removes the knife on the pastry,Preparing pinwheels with tortilla.
0,mevo,2,3,video-0000,0,889,3,#C C puts the food in the plate,Assembling pinwheel sandwiches
0,mevo,2,3,video-0000,0,890,3,#C C puts the food in the plate,C assembles the pinwheels.
0,mevo,2,3,video-0000,0,891,3,#C C spreads the lettuce on the knife,C is spreading the lettuce.
0,mevo,2,3,video-0000,0,892,3,#C C wipes the spoon with a serviette,C is cleaning the spoon.
0,mevo,2,3,video-0000,0,893,3,#C C drops the knife on the plate with his right hand,Cutting tortillas
0,mevo,2,3,video-0000,0,894,3,#C C slices the flat bread in his left hand on the chopping board with the knife in his right hand.,Preparing tortilla slices with knife.
0,mevo,2,3,video-0000,0,895,3,#C C cuts the bread with the knife,Making PB&J pinwheels
0,mevo,2,3,video-0000,0,896,3,#C C cuts the piece of bacon with a knife,C is cutting the tortilla.
0,mevo,2,3,video-0000,0,897,3,#C C cuts the portion of the tortilla with the knife in his right hand,Cutting tortillas with a knife.
0,mevo,2,3,video-0000,0,898,3,#C C slices the dough with a knife,Making PB&J pinwheels
0,mevo,2,3,video-0000,0,899,3,#C C cuts the bread with the knife ,C spreads peanut butter on a tortilla
0,mevo,2,3,video-0000,0,900,3,#C C cuts the tortilla,C is preparing the tortilla.
0,mevo,2,3,video-0000,0,901,3,#C C removes the tissue with the serviette,C is wiping the table.
0,mevo,2,3,video-0000,0,902,3,#C C cuts the piece of paper towel ,C is cutting the paper towel
0,mevo,2,3,video-0000,0,903,3,#C C cuts the piece of tissue with the knife,C is cutting the tortilla.
0,mevo,2,3,video-0000,0,904,3,#C C places the piece of serviette on the table,#C C is making pinwheels.
0,mevo,2,3,video-0000,0,905,3,#C C cuts a piece of tissue ,C is cutting a tortilla.
0,mevo,2,3,video-0000,0,906,3,#C C wipes the table with a serviette,Cleans the table with a towel
0,mevo,2,3,video-0000,0,907,3,#C C wipes the table,C is cleaning the table.
0,mevo,2,3,video-0000,0,908,3,#C C spreads the food on the knife,C is assembling the pinwheels.
0,mevo,2,3,video-0000,0,909,3,#C C cuts the piece of paper towel,C is cutting the tortillas.
0,mevo,2,3,video-0000,0,910,3,#C C cuts the food ,C is making pinwheels.
0,mevo,2,3,video-0000,0,911,3,#C C puts the cut piece of paper on the cake,C makes peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,912,3,#C C cuts the piece of paper towel,Cutting the tortilla into pinwheels.
0,mevo,2,3,video-0000,0,913,3,#C C cuts the food with the knife ,C spreads peanut butter on the tortillas.
0,mevo,2,3,video-0000,0,914,3,#C C scrapes the table.,C cleans the table.
0,mevo,2,3,video-0000,0,915,3,#C C wipes the knife,Cleaning the knife.
0,mevo,2,3,video-0000,0,916,3,#C C wipes the plate with the serviette,C is cleaning the plate.
0,mevo,2,3,video-0000,0,917,3,#C C wipes the table mat with a serviette ,C cleans the table mat.
0,mevo,2,3,video-0000,0,918,3,#C C spreads the food on the plate,C makes pinwheels with peanut butter and jelly on tortillas.
0,mevo,2,3,video-0000,0,919,3,#C C puts the paper on the table,C is preparing the work surface.
0,mevo,2,3,video-0000,0,920,3,#C C spreads the food in the plate,"C makes pinwheels with tortilla, peanut butter, and jelly."
0,mevo,2,3,video-0000,0,921,3,#C C picks the food with the fork,C is using the fork.
0,mevo,2,3,video-0000,0,922,3,#C C wipes the knife on the serviette,C is cleaning the knife.
0,mevo,2,3,video-0000,0,923,3,#C C drops the serviette on the table,C cleans up the mess.
0,mevo,2,3,video-0000,0,924,3,#C C spreads the food,C is making pinwheels.
0,mevo,2,3,video-0000,0,925,3,#C C holds the serviette on the table ,C is using the knife and spoon to make the pinwheels.
0,mevo,2,3,video-0000,0,926,3,#C C scrapes the plastic plate with the knife in his right hand.,C spreads peanut butter onto a tortilla.
0,mevo,2,3,video-0000,0,927,3,#C C wipes the table with a serviette,Cleaning the table.
0,mevo,2,3,video-0000,0,928,3,#C C wipes the table with a serviette,C cleans the table.
0,mevo,2,3,video-0000,0,929,3,#C C wipes the table with the tissue paper ,C sets up the table.
0,mevo,2,3,video-0000,0,930,3,#C C puts the serviette on the table,C sets the towel on the table.
0,mevo,2,3,video-0000,0,931,3,#C C places the serviette on the table,C is setting the table.
0,mevo,2,3,video-0000,0,932,3,#C C wipes the table with a tissue paper,Cleaning the table with a tissue.
0,mevo,2,3,video-0000,0,933,3,#C C picks a tissue from the table.,C cleans up the table.
0,mevo,2,3,video-0000,0,934,3,#C C drops the serviette on the table with his left hand.,C cleans the table.
0,mevo,2,3,video-0000,0,935,3,#C C wipes the table,with the towel.
0,mevo,2,3,video-0000,0,936,3,#C C wipes the table with the tissue paper,Cleaning the table.
0,mevo,2,3,video-0000,0,937,3,#C C wipes the table with the serviette,C cleans the table with a towel.
0,mevo,2,3,video-0000,0,938,3,#C C picks the tissue on the table.,C cuts tortillas
0,mevo,2,3,video-0000,0,939,3,#C C cuts the food,C is making pinwheels.
0,mevo,2,3,video-0000,0,940,3,#C C places the knife on the table,C is preparing to use the knife.
0,mevo,2,3,video-0000,0,941,3,#C C places the knife on the table ,C is preparing to spread the peanut butter and jelly.
0,mevo,2,3,video-0000,0,942,3,#C C picks the knife,C is cutting tortillas.
0,mevo,2,3,video-0000,0,943,3,#C C puts a fork on the table,C Puts the fork down.
0,mevo,2,3,video-0000,0,944,3,#C C puts the fork on the table,C is setting the table.
0,mevo,2,3,video-0000,0,945,3,#C C cuts the knife,C is cutting tortillas.
0,mevo,2,3,video-0000,0,946,3,#C C puts the knife on the table.,Cutting tortillas into triangles.
0,mevo,2,3,video-0000,0,947,3,#C C holds the fork,Making pinwheels
0,mevo,2,3,video-0000,0,948,3,#C C puts the fork in a glass bowl,Organizing tableware
0,mevo,2,3,video-0000,0,949,3,#C C pours the water in the glass bowl,C is not doing anything related to the objects on the table.
0,mevo,2,3,video-0000,0,950,3,#C C moves the hand on the table,C is preparing the ingredients.
0,mevo,2,3,video-0000,0,951,3,#C C holds the knife on the table,C is holding the knife.
0,mevo,2,3,video-0000,0,952,4,#C C wipes the table with his finger,Cleaning the table
0,mevo,2,3,video-0000,0,953,4,#C C holds the container of strawberries,C is holding the jelly container
0,mevo,2,3,video-0000,0,954,4,#C C picks the container,C spreads peanut butter on tortillas.
0,mevo,2,3,video-0000,0,955,4,#C C puts the can on the table,C is opening the can.
0,mevo,2,3,video-0000,0,956,4,#C C puts the tin on the table,C makes peanut butter jelly tortilla.
0,mevo,2,3,video-0000,0,957,4,#C C picks up the container,C prepares the peanut butter
0,mevo,2,3,video-0000,0,958,4,#C C moves the jar on the table,C is moving the jar.
0,mevo,2,3,video-0000,0,959,4,#C C scoops some sauce from the container of sauce with the spoon,C is making peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,960,4,#C C pours the wine on the container,C is pouring jelly from the container.
0,mevo,2,3,video-0000,0,961,4,#C C pours the liquid from the container into the cup,#c C is spreading peanut butter on the tortilla
0,mevo,2,3,video-0000,0,962,4,#C C pours the liquid in the cup,C is making a sandwich.
0,mevo,2,3,video-0000,0,963,4,#C C picks the container,C is grabbing the container.
0,mevo,2,3,video-0000,0,964,4,#C C moves the container,C spreads peanut butter on the tortilla
0,mevo,2,3,video-0000,0,965,4,#C C puts the mint leaves in the cup,Constructing pinwheels
0,mevo,2,3,video-0000,0,966,4,#C C pours the liquid from the glass cup in his left hand into the glass cup on the table.,C is transferring liquid between cups.
0,mevo,2,3,video-0000,0,967,4,#C C pours the liquid from the glass jar ,C is pouring peanut butter from the jar.
0,mevo,2,3,video-0000,0,968,4,#C C puts the spice in the lemonade,C makes pinwheels with peanut butter and jelly and tortilla.
0,mevo,2,3,video-0000,0,969,4,#C C spreads the sour cream on the bread,Spreading peanut butter and jelly on tortila.
0,mevo,2,3,video-0000,0,970,4,#C C pours some liquid from the cup into the cup,C is pouring jelly onto the tortilla.
0,mevo,2,3,video-0000,0,971,4,#C C scoops the sauce,C is spreading peanut butter.
0,mevo,2,3,video-0000,0,972,4,#C C pours the spice on the cup,C is preparing a spice-infused beverage.
0,mevo,2,3,video-0000,0,973,4,#C C takes the paint,C is making a PB&J pinwheel.
0,mevo,2,3,video-0000,0,974,4,#C C pours the sauce from the sauce tin,C is spreading peanut butter.
0,mevo,2,3,video-0000,0,975,4,#C C dips the brush into the container.,C is applying jelly
0,mevo,2,3,video-0000,0,976,4,#C C adds the cream on the pastry.,Spreading peanut butter on tortilla.
0,mevo,2,3,video-0000,0,977,4,#C C stirs the piece of chocolate.,C spreads peanut butter on tortilla.
0,mevo,2,3,video-0000,0,978,4,#C C puts the sauce in the cup.,Spreading peanut butter on tortilla.
0,mevo,2,3,video-0000,0,979,4,#C C adds the filler in the tin,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,980,4,#C C pours the sauce on the spoon into the cup of sauce.,C is pouring sauce into a cup.
0,mevo,2,3,video-0000,0,981,4,#C C scoops the spice with the spoon,C is scooping spice.
0,mevo,2,3,video-0000,0,982,4,#C C puts the sauce on the piece of cheese with the knife,Spreading peanut butter on tortilla.
0,mevo,2,3,video-0000,0,983,4,#C C puts the sauce on the piece of cake.,C spreads peanut butter and jelly on a tortilla.
0,mevo,2,3,video-0000,0,984,4,#C C stirs the spice,C is stirring the spice mixture.
0,mevo,2,3,video-0000,0,985,4,#C C puts the spice on the pineapple,Spreading peanut butter on tortillas.
0,mevo,2,3,video-0000,0,986,4,#C C pours the spice in the spoon into the bottle.,C is pouring spice into a bottle.
0,mevo,2,3,video-0000,0,987,4,#C C adds the spice to the cake,Making pinwheels with peanut butter and jelly.
0,mevo,2,3,video-0000,0,988,4,#C C pours the sauce on the cake.,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,989,4,#C C pours sauce on the piece of paper towel,C is cleaning up a spill.
0,mevo,2,3,video-0000,0,990,4,#C C pours the sauce in the spoon into the cup,C is pouring sauce into a cup.
0,mevo,2,3,video-0000,0,991,4,#C C scoops the sauce with a spoon,Spreading peanut butter and jelly
0,mevo,2,3,video-0000,0,992,4,#C C pours the sauce in the cup of hot dog with the spoon in his right hand.,Making peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,993,4,#C C pours the liquid into the coconut,C is pouring jelly on tortilas.
0,mevo,2,3,video-0000,0,994,4,#C C scoops the sauce with the spoon,Spreading peanut butter on tortilas
0,mevo,2,3,video-0000,0,995,4,#C C pours the sauce on the cake.,C is spreading jelly on the tortilla.
0,mevo,2,3,video-0000,0,996,4,#C C pours the sauce on the food,C is spreading the jelly onto the tortilla.
0,mevo,2,3,video-0000,0,997,4,#C C pours the ingredient on the biscuit,C is spreading peanut butter and jelly on the tortilas.
0,mevo,2,3,video-0000,0,998,4,#C C spreads the sauce on the food with the spoon,Spreading sauce with a spoon
0,mevo,2,3,video-0000,0,999,4,#C C pours the paste on the pastry,C is spreading the jelly on the tortilla.
0,mevo,2,3,video-0000,0,1000,4,#C C puts the cream in the food,C spreads peanut butter on tortillas.
0,mevo,2,3,video-0000,0,1001,4,#C C puts the cream on the food,Spreading peanut butter on tortila.
0,mevo,2,3,video-0000,0,1002,4,#C C mixes the spice with the fork,Spreading peanut butter on tortillas.
0,mevo,2,3,video-0000,0,1003,4,#C C removes the cheese on the cheese puff with the knife in his right hand.,C is cutting the tortillas.
0,mevo,2,3,video-0000,0,1004,4,#C C puts the hotdog in the sauce,Making pinwheels with peanut butter and jelly is impossible with the given objects on the table.
0,mevo,2,3,video-0000,0,1005,4,#C C dips the knife in his right hand in the dish of whipped cream.,C is spreading whipped cream.
0,mevo,2,3,video-0000,0,1006,4,#C C scoops the gravy with a spoon ,C is scooping the jelly with a spoon.
0,mevo,2,3,video-0000,0,1007,4,#C C pours the sauce on the meat,C spreading peanut butter on tortilla
0,mevo,2,3,video-0000,0,1008,4,#C C pours the cream on the piece of paper ,C is making a mistake.
0,mevo,2,3,video-0000,0,1009,4,#C C adds the cheese on the bread,Making PB&J pinwheels
0,mevo,2,3,video-0000,0,1010,4,#C C pours the food in the knife on the cake,C is spreading jelly on tortillas.
0,mevo,2,3,video-0000,0,1011,4,#C C pours the butter on the spoon,C is spreading peanut butter
0,mevo,2,3,video-0000,0,1012,4,#C C places the sandwich in the plate,C is assembling the pinwheels.
0,mevo,2,3,video-0000,0,1013,4,#C C pours the sauce in the spoon into the pastry,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,1014,4,#C C pours the soup on the cake,C is making a mess.
0,mevo,2,3,video-0000,0,1015,4,#C C removes the spoon from the food,C is removing the spoon.
0,mevo,2,3,video-0000,0,1016,4,#C C takes the biscuit ,C makes pinwheel sandwiches.
0,mevo,2,3,video-0000,0,1017,4,#C C scoops food from the plate with a fork ,"Using a spoon, C scoops food from the plate."
0,mevo,2,3,video-0000,0,1018,4,#C C scoops the food from the plate,C is making pinwheels with peanut butter and jelly.
0,mevo,2,3,video-0000,0,1019,4,#C C scoops the sauce with the spoon,Spreading peanut butter on tortilla.
0,mevo,2,3,video-0000,0,1020,4,#C C pours the sauce on the burger,C spreads peanut butter on tortilla
0,mevo,2,3,video-0000,0,1021,4,#C C spreads the cheese,C is spreading peanut butter and jelly on the tortilla
0,mevo,2,3,video-0000,0,1022,4,#C C puts the sauce on the tortilla,Spreading sauce on tortilla.
0,mevo,2,3,video-0000,0,1023,4,#C C pours the paste on the taco with the knife,Spreading peanut butter on tortilla.
0,mevo,2,3,video-0000,0,1024,4,#C C scoops the paste from the plate with the spoon.,C is scooping peanut butter with a spoon.
0,mevo,2,3,video-0000,0,1025,4,#C C scoops the paste with a spoon ,C is scooping peanut butter.
0,mevo,2,3,video-0000,0,1026,4,#C C scoops the sauce ,C is using the spoon to scoop the sauce.
0,mevo,2,3,video-0000,0,1027,4,#C C scoops some sauce from the plate of sauce with the spoon in his right hand.,Spreading peanut butter on tortilas.
0,mevo,2,3,video-0000,0,1028,4,#C C spreads the spice in the ice cream with the spoon,C spreads peanut butter on tortilas
0,mevo,2,3,video-0000,0,1029,4,#C C spreads the curry powder with a knife,Cuts tortillas into pinwheel shapes.
0,mevo,2,3,video-0000,0,1030,4,#C C scoops the food with a knife ,C is spreading the peanut butter
0,mevo,2,3,video-0000,0,1031,4,#C C puts the food in the plate ,Assembling pinwheel sandwiches.
0,mevo,2,3,video-0000,0,1032,4,#C C pours the sauce on the bread,C is spreading sauce on the bread.
0,mevo,2,3,video-0000,0,1033,4,#C C spreads the sauce on the food,C is spreading peanut butter and jelly on the tortillas.
0,mevo,2,3,video-0000,0,1034,4,#C C pours the paste into the bowl,C is making peanut butter.
0,mevo,2,3,video-0000,0,1035,4,#C C spreads the paste on the piece of paper ,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,1036,4,#C C scoops the sauce with the spoon,Spreading the sauce on tortillas.
0,mevo,2,3,video-0000,0,1037,4,#C C scoops the sauce with the spoon,C is spreading jelly on the tortilla.
0,mevo,2,3,video-0000,0,1038,4,#C C puts the spice in the tortilla,Making pinwheels with peanut butter and jelly and tortilla
0,mevo,2,3,video-0000,0,1039,4,#C C scoops some sauce from the plate with the spoon,C is spreading peanut butter
0,mevo,2,3,video-0000,0,1040,4,#C C spreads the sauce on the food,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,1041,4,#C C spreads the spice on the food,C is spreading jelly on tortillas.
0,mevo,2,3,video-0000,0,1042,4,#C C spreads the sauce on the pastry,C is spreading the sauce.
0,mevo,2,3,video-0000,0,1043,4,#C C puts the sauce in the spoon with his left hand,C spreads the peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,1044,4,#C C scoops the sauce with the spoon ,Spreading jelly on tortilas.
0,mevo,2,3,video-0000,0,1045,4,#C C dips the spoon into the sauce,Making the pinwheels.
0,mevo,2,3,video-0000,0,1046,4,#C C pours the sauce on the tortilla,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,1047,4,#C C scoops the sauce with a spoon,Spreading peanut butter on tortillas.
0,mevo,2,3,video-0000,0,1048,4,#C C scoops the sauce with a spoon,C is adding sauce to the pinwheels.
0,mevo,2,3,video-0000,0,1049,4,#C C adds the spice on the food,C is spreading peanut butter and jelly on the tortilla.
0,mevo,2,3,video-0000,0,1050,4,#C C spreads the sauce in the tortilla,Spreading jelly on tortilla
0,mevo,2,3,video-0000,0,1051,4,#C C puts the sauce on the food with a spoon,C makes pinwheels with peanut butter and jelly on tortillas using a spoon.
0,mevo,2,3,video-0000,0,1052,4,#C C pours the spice on the  piece of paper,"C is not interacting with any of the objects on the table, as none of the objects mentioned are related to pouring spices on a piece of paper."
0,mevo,2,3,video-0000,0,1053,4,#C C scoops the sauce with a spoon,C is spreading jelly on a tortilla
0,mevo,2,3,video-0000,0,1054,4,#C C scoops food with a spoon ,C is spreading peanut butter.
0,mevo,2,3,video-0000,0,1055,4,#C C scoops sauce with the spoon,#C C spreads peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,1056,4,#C C adds some spice on the spoon,C is seasoning the spoon.
0,mevo,2,3,video-0000,0,1057,4,#C C pours the oil on the piece of paper ,C is not doing anything with the objects on the table.
0,mevo,2,3,video-0000,0,1058,4,#C C scoops the sauce from the container with the spoon ,C is spreading jelly on the tortilla with the spoon
0,mevo,2,3,video-0000,0,1059,4,#C C adds the spice in the food ,C is spreading peanut butter and jelly on the tortillas.
0,mevo,2,3,video-0000,0,1060,4,#C C scoops the gravy ,C is spreading peanut butter.
0,mevo,2,3,video-0000,0,1061,4,#C C scoops the sauce,C is spreading peanut butter on a tortilla.
0,mevo,2,3,video-0000,0,1062,4,#C C puts the food on the spoon ,Spreading PB&J on tortillas
0,mevo,2,3,video-0000,0,1063,4,#C C puts the food in the spoon,C makes peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,1064,4,#C C spreads the food with a spoon,C making peanut butter and jelly spread
0,mevo,2,3,video-0000,0,1065,4,#C C scoops sauce,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,1066,4,#C C spreads the sauce on the pastry ,C is spreading peanut butter and jelly on the tortilla.
0,mevo,2,3,video-0000,0,1067,4,#C C scoops the sauce with a spoon,Spreading sauce on tortilla.
0,mevo,2,3,video-0000,0,1068,4,#C C spreads the sauce on the pastry with the spoon,Making PB&J pinwheels
0,mevo,2,3,video-0000,0,1069,4,#C C spreads the sauce on the dough with the spoon,C is spreading sauce on tortillas.
0,mevo,2,3,video-0000,0,1070,4,#C C scoops the food with a spoon,Spreading the filling on tortillas.
0,mevo,2,3,video-0000,0,1071,4,#C C puts the paste on the pastry ,C spreads peanut butter on tortilla.
0,mevo,2,3,video-0000,0,1072,4,#C C scoops the sauce with a spoon,Spreading peanut butter and jelly.
0,mevo,2,3,video-0000,0,1073,4,#C C scoops the sauce on the spoon ,Spreading peanut butter on tortillas
0,mevo,2,3,video-0000,0,1074,4,#C C puts the food in the spoon,Scooping peanut butter or jelly
0,mevo,2,3,video-0000,0,1075,4,#C C scoops food,C is spreading peanut butter.
0,mevo,2,3,video-0000,0,1076,4,#C C scoops the paste from the plate,C is spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,1077,4,#C C drops the spoon in his right hand into the tortilla in his left hand.,Preparing the tortilla with sauce.
0,mevo,2,3,video-0000,0,1078,4,#C C scoops the sauce ,C is using the spoon to scoop the sauce from the cup.
0,mevo,2,3,video-0000,0,1079,4,#C C scoops the sauce from the cup with the spoon in his right hand.,Spreading jelly on tortilla.
0,mevo,2,3,video-0000,0,1080,4,#C C spreads the spice on the tortilla,C is making peanut butter and jelly pinwheels.
0,mevo,2,3,video-0000,0,1081,4,#C C scoops the paste from the glass with a spoon ,C is scooping peanut butter.
0,mevo,2,3,video-0000,0,1082,4,#C C scoops the sauce with the spoon ,Making peanut butter and jelly
0,mevo,2,3,video-0000,0,1083,4,#C C scoops the sauce with the spoon ,C is scooping sauce with a spoon.
0,mevo,2,3,video-0000,0,1084,4,#C C scoops the food with a spoon,Spreading peanut butter and jelly on a tortilla
0,mevo,2,3,video-0000,0,1085,4,#C C spreads the sauce on the tortilla,Spreading sauce on tortilla
0,mevo,2,3,video-0000,0,1086,4,#C C scoops the sauce from the cup with the spoon,Preparing the peanut butter and jelly sauce.
0,mevo,2,3,video-0000,0,1087,4,#C C scoops the sauce with the spoon ,C is spooning the sauce.
0,mevo,2,3,video-0000,0,1088,4,#C C spreads the cream on the pastry with the spoon in his right hand.,C is spreading peanut butter on the tortilla with the spoon in his right hand.
0,mevo,2,3,video-0000,0,1089,4,#C C pours the sauce on the cup with the spoon in his right hand.,C prepares a sauce using the spoon.
0,mevo,2,3,video-0000,0,1090,4,#C C scrapes the tomato paste from the knife in his right hand with the knife in his left hand.,C is cleaning the knives.
0,mevo,2,3,video-0000,0,1091,4,#C C scoops the cream,Spreading peanut butter onto tortillas.
0,mevo,2,3,video-0000,0,1092,4,#C C scoops food,C is spreading peanut butter.
0,mevo,2,3,video-0000,0,1093,4,#C C puts the cheese on the burger,Spreading peanut butter on the tortilla.
0,mevo,2,3,video-0000,0,1094,4,#C C places the cup on the table with his left hand.,C is placing the cup.
0,mevo,2,3,video-0000,0,1095,4,#C C puts the cup of lemonade on the table,Spreading sauce on the biscuit
0,mevo,2,3,video-0000,0,1096,4,#C C spreads the sauce on the biscuit with the knife in his right hand.,C is spreading peanut butter onto a tortilla.
0,mevo,2,3,video-0000,0,1097,4,#C C scrapes the chip in his right hand into the container on the table.,C is scraping the chip into the container.
0,mevo,2,3,video-0000,0,1098,4,#C C pours the sauce on the knife in his right hand on the cake on the table.,Spreading sauce on the cake.
0,mevo,2,3,video-0000,0,1099,4,#C C puts the sauce on the knife on the table with his right hand.,C spreads peanut butter on tortillas.
0,mevo,2,3,video-0000,0,1100,4,#C C drops the cup of juice on the table with his left hand.,C is spilling juice.
0,mevo,2,3,video-0000,0,1101,4,#C C spreads the apple on the cheese with the knife.,C is spreading apple on cheese.
0,mevo,2,3,video-0000,0,1102,4,#C C cuts the cheese with the knife in his right hand.,C is spreading peanut butter on a tortilla with a knife.
0,mevo,2,3,video-0000,0,1103,4,#C C picks up the cup from the table.,C picks up the cup.
0,mevo,2,3,video-0000,0,1104,4,#C C removes the knife from the cup,C is cutting tortillas.
0,mevo,2,3,video-0000,0,1105,4,#C C pours the wine from the glass cup in his left hand into the plate on the table.,Cutting board with tortillas.
0,mevo,2,3,video-0000,0,1106,4,#C C picks the knife on the table with his right hand.,C is preparing to cut something.
0,mevo,2,3,video-0000,0,1107,4,#C C moves the cup on the table with his left hand,C is moving the cup.
0,mevo,2,3,video-0000,0,1108,4,#C C picks up the container of chocolate chips with his right hand,C is not doing anything with the objects on the table described in the previous arguments.
0,mevo,2,3,video-0000,0,1109,4,#C C puts the bowl on the table,Preparing peanut butter and jelly tortilla
0,mevo,2,3,video-0000,0,1110,4,#C C puts the cup of tea on the table.,Making pinwheels.
0,mevo,2,3,video-0000,0,1111,4,#C C places the glass cup on the table.,C is placing the cup.
0,mevo,2,3,video-0000,0,1112,4,#C C places the cup on the table,C is setting the cup down.
0,mevo,2,3,video-0000,0,1113,4,#C C picks up a plastic cup.,C is pouring peanut butter in the plastic cup.
0,mevo,2,3,video-0000,0,1114,4,#C C drops the container of tea on the table.,C cleans up the mess.
0,mevo,2,3,video-0000,0,1115,4,#C C picks the container,C is holding the container.
0,mevo,2,3,video-0000,0,1116,4,#C C holds the container,C is making pinwheels.
0,mevo,2,3,video-0000,0,1117,4,#C C drops the cup of lemonade on the table.,C is cleaning up the spilled lemonade.
0,mevo,2,3,video-0000,0,1118,4,#C C pours the cider from the glass cup into the glass jar on the table.,#C C pours the cider.
0,mevo,2,3,video-0000,0,1119,4,#C C puts the container on the table,C is placing the jelly container on the table.
0,mevo,2,3,video-0000,0,1120,4,#C C puts the soda can down on the table.,C puts the soda can aside.
0,mevo,2,3,video-0000,0,1121,4,#C C places the container on the table,C is organizing the ingredients.
0,mevo,2,3,video-0000,0,1122,4,#C C picks up the container from the table,C prepares peanut butter and jelly pinwheels
0,mevo,2,3,video-0000,0,1123,4,#C C holds the container with the left hand,C spreads peanut butter on a tortilla.
0,mevo,2,3,video-0000,0,1124,4,#C C puts down the container,C is putting down the container.
0,mevo,2,3,video-0000,0,1125,4,#C C scoops lemonade with a spoon,C makes pinwheels using tortillas.
0,mevo,2,3,video-0000,0,1126,4,#C C lifts the bowl,C makes pinwheels
0,mevo,2,3,video-0000,0,1127,4,#C C adds the cheese on the cheese with a fork,C is adding cheese with a fork.
0,mevo,2,3,video-0000,0,1128,4,#C C puts the tin on the table,C is putting the tin on the table.
0,mevo,2,3,video-0000,0,1129,4,#C C holds a tin of margarine ,C is not doing anything related to making pinwheels with peanut butter and jelly and tortillas.
0,mevo,2,3,video-0000,0,1130,4,#C C scoops the cheese from the container with the knife in his right hand.,C is spreading peanut butter
0,mevo,2,3,video-0000,0,1131,4,#C C places the peel on the cake with the knife in his right hand.,Spreading jelly on tortilla.
